daily_study_hours,homework_completion_rate,class_participation,exam_scores,attendance_rate,online_activity,assignment_quality,study_consistency,learning_progress,peer_interaction,resource_usage,time_management,goal_setting,feedback_usage,self_assessment,collaboration_skills,problem_solving,creativity,critical_thinking,emotional_regulation,is_exam_week,is_weekend,is_holiday_period,student_id,week_number,timestamp
1.0,1.0,0.6008,0.7763,0.7613,0.5578,0.7432,0.7718,0.4384,0.4183,0.4645,0.4086,0.3673,0.7544,0.629,0.5069,0.6335,0.6832,0.4519,0.6623,1,0,0,S0768,8,2024-W08
1.0,0.8443,0.6216,0.4898,0.3303,0.5851,0.4565,0.3263,0.5464,0.576,0.3621,0.3169,0.3334,0.6837,0.3548,0.3527,0.4584,0.4949,0.3787,0.5628,0,1,0,S0769,1,2024-W01
1.0,0.9199,0.8036,0.4698,0.3879,0.6126,0.4833,0.3502,0.6133,0.4667,0.2833,0.3676,0.3451,0.71,0.3905,0.3083,0.5163,0.5575,0.4129,0.5329,0,1,0,S0769,2,2024-W02
1.0,1.0,0.6661,0.5301,0.3599,0.6002,0.4587,0.3393,0.5574,0.5227,0.2899,0.3163,0.3091,0.6578,0.4332,0.382,0.4877,0.6216,0.3608,0.4654,0,1,0,S0769,3,2024-W03
1.0,1.0,0.6783,0.5696,0.363,0.9103,0.4957,0.3639,0.6322,0.582,0.549,0.2884,0.3339,0.769,0.3922,0.3113,0.4691,0.5372,0.4306,0.4963,1,0,0,S0769,4,2024-W04
1.0,0.9286,0.7077,0.6173,0.3586,0.6344,0.5773,0.3172,0.7319,0.6596,0.3367,0.3322,0.3473,0.6297,0.5088,0.3179,0.5185,0.536,0.4285,0.6049,0,1,0,S0769,5,2024-W05
1.0,0.8563,0.6141,0.6165,0.3773,0.6328,0.5958,0.3963,0.5797,0.4534,0.331,0.363,0.351,0.6688,0.4606,0.3428,0.5777,0.5535,0.4469,0.6323,0,1,1,S0769,6,2024-W06
1.0,1.0,0.6436,0.599,0.4289,0.6584,0.649,0.437,0.6654,0.548,0.3957,0.407,0.3745,0.7188,0.4248,0.3963,0.6133,0.6135,0.4279,0.6747,0,1,1,S0769,7,2024-W07
1.0,1.0,0.7015,0.5907,0.4153,0.629,0.6084,0.4299,0.7152,0.682,0.3548,0.4247,0.3804,0.7324,0.4173,0.4132,0.4977,0.7324,0.435,0.6925,1,1,0,S0769,8,2024-W08
1.0,0.769,0.6506,0.3658,0.6236,0.4107,0.2419,0.309,0.5236,0.4438,0.5339,0.3598,0.4326,0.5761,0.2729,0.4819,0.5133,0.4847,0.3222,0.7209,0,0,0,S0770,1,2024-W01
1.0,0.8246,0.5685,0.4079,0.6594,0.3607,0.2313,0.2976,0.4568,0.4434,0.5532,0.41,0.3542,0.6857,0.3263,0.5036,0.6688,0.4888,0.346,0.7349,0,0,0,S0770,2,2024-W02
1.0,0.9401,0.5167,0.4456,0.6726,0.4537,0.2448,0.2659,0.4678,0.3942,0.5493,0.3753,0.3899,0.6835,0.284,0.4864,0.5655,0.5028,0.3765,0.6139,0,0,0,S0770,3,2024-W03
1.0,1.0,0.6404,0.4387,0.6494,0.4372,0.2672,0.3316,0.6101,0.3759,0.6501,0.379,0.373,0.645,0.2981,0.5206,0.6879,0.5193,0.4434,0.6024,1,0,0,S0770,4,2024-W04
1.0,0.7544,0.6568,0.4542,0.6548,0.3413,0.2772,0.3743,0.5175,0.3942,0.4833,0.3602,0.4393,0.7347,0.3683,0.4916,0.6579,0.4473,0.4027,0.6953,0,1,0,S0770,5,2024-W05
1.0,0.7532,0.5199,0.4688,0.6829,0.4049,0.3081,0.339,0.5143,0.4031,0.7169,0.3682,0.5071,0.6286,0.3927,0.5753,0.6171,0.4745,0.4033,0.6417,0,0,1,S0770,6,2024-W06
1.0,1.0,0.5599,0.5347,0.6438,0.2971,0.3309,0.3364,0.5743,0.4252,0.5728,0.3592,0.4415,0.7284,0.3755,0.4681,0.6607,0.5327,0.4799,0.8558,0,1,1,S0770,7,2024-W07
1.0,1.0,0.6453,0.5199,0.6674,0.4944,0.2991,0.3101,0.5752,0.5322,0.825,0.4624,0.4284,0.8447,0.3257,0.5598,0.6516,0.5575,0.4347,0.7503,1,0,0,S0770,8,2024-W08
1.0,0.763,0.4849,0.2821,0.349,0.7986,0.6041,0.3042,0.2573,0.4586,0.6384,0.5919,0.5143,0.3313,0.6073,0.5402,0.4514,0.3142,0.422,0.7048,0,0,0,S0771,1,2024-W01
1.0,0.7888,0.6427,0.3304,0.3292,0.7351,0.6652,0.3663,0.2722,0.5006,0.5641,0.5579,0.5504,0.268,0.6862,0.588,0.3798,0.2851,0.4118,0.5827,0,0,0,S0771,2,2024-W02
1.0,1.0,0.6577,0.3302,0.4031,0.7961,0.7111,0.3842,0.2477,0.4667,0.6676,0.562,0.4782,0.3454,0.6551,0.527,0.4551,0.3462,0.52,0.672,0,0,0,S0771,3,2024-W03
1.0,0.9815,0.537,0.3832,0.3592,0.938,0.6334,0.3167,0.2565,0.4803,0.6866,0.6151,0.6083,0.321,0.7188,0.5904,0.4996,0.3718,0.4581,0.6969,1,0,0,S0771,4,2024-W04
1.0,0.855,0.7273,0.3822,0.358,0.8179,0.6991,0.3921,0.2571,0.4269,0.6212,0.6259,0.6006,0.3255,0.8282,0.6263,0.4186,0.3504,0.4713,0.65,0,0,0,S0771,5,2024-W05
1.0,1.0,0.4423,0.418,0.3988,0.5886,0.8256,0.3831,0.3052,0.3657,0.5553,0.7429,0.5996,0.3562,0.6449,0.5746,0.5194,0.3573,0.5181,0.778,0,1,1,S0771,6,2024-W06
1.0,1.0,0.4621,0.3646,0.3588,0.9584,0.7834,0.3948,0.2603,0.4357,0.7714,0.6287,0.6033,0.357,0.715,0.6853,0.5448,0.3702,0.5958,0.7337,0,0,1,S0771,7,2024-W07
1.0,1.0,0.7527,0.4242,0.449,0.6554,0.7552,0.353,0.2845,0.5766,0.5916,0.652,0.5675,0.3829,0.8878,0.6437,0.5142,0.4179,0.5575,0.7937,1,1,0,S0771,8,2024-W08
1.0,0.6599,0.5399,0.5096,0.3505,0.393,0.5332,0.5585,0.682,0.5463,0.3115,0.2506,0.571,0.492,0.4359,0.5446,0.58,0.5255,0.3344,0.3169,0,1,0,S0772,1,2024-W01
1.0,0.6128,0.5553,0.5523,0.3742,0.4038,0.5551,0.5785,0.657,0.6056,0.3863,0.3113,0.5554,0.5794,0.5255,0.4851,0.5725,0.5512,0.3968,0.2822,0,1,0,S0772,2,2024-W02
1.0,0.7199,0.4586,0.6419,0.3159,0.6957,0.5989,0.4718,0.7312,0.6326,0.5761,0.3254,0.594,0.6098,0.5255,0.495,0.5859,0.5635,0.3516,0.3347,0,0,0,S0772,3,2024-W03
1.0,0.8338,0.5794,0.584,0.3472,0.6575,0.5416,0.6369,0.6192,0.7204,0.4531,0.3314,0.6236,0.5999,0.5327,0.5643,0.7072,0.5824,0.4672,0.3587,1,0,0,S0772,4,2024-W04
1.0,0.7499,0.5633,0.6178,0.3943,0.4587,0.6757,0.5841,0.6969,0.6592,0.4093,0.2873,0.691,0.5274,0.572,0.6441,0.6959,0.5614,0.384,0.3381,0,1,0,S0772,5,2024-W05
1.0,0.7615,0.4141,0.7638,0.3469,0.7196,0.7138,0.5051,0.7843,0.5614,0.5554,0.2895,0.6164,0.608,0.6379,0.6732,0.6869,0.6109,0.3892,0.3485,0,0,1,S0772,6,2024-W06
1.0,0.7865,0.5118,0.7608,0.3417,0.838,0.7259,0.5366,0.7672,0.6077,0.6191,0.3729,0.575,0.7354,0.5687,0.6639,0.684,0.6282,0.4364,0.3981,0,0,1,S0772,7,2024-W07
1.0,1.0,0.6861,0.6725,0.3433,0.5623,0.7212,0.6369,0.7663,0.7133,0.3485,0.3309,0.7002,0.623,0.6883,0.5949,0.7164,0.525,0.5246,0.3362,1,1,0,S0772,8,2024-W08
1.0,0.8152,0.5127,0.3182,0.3927,0.6026,0.5391,0.3521,0.608,0.3306,0.3419,0.4281,0.3093,0.6645,0.2975,0.6897,0.4281,0.2955,0.5647,0.4147,0,0,0,S0773,1,2024-W01
1.0,0.7902,0.5001,0.3919,0.412,0.5119,0.5168,0.4429,0.5271,0.3266,0.2173,0.5033,0.3,0.5641,0.2867,0.722,0.512,0.2893,0.6353,0.3483,0,1,0,S0773,2,2024-W02
1.0,0.8205,0.6107,0.4175,0.4154,0.5279,0.6213,0.3693,0.5408,0.355,0.2671,0.4357,0.3004,0.6493,0.2694,0.6054,0.4648,0.3004,0.6561,0.4561,0,1,0,S0773,3,2024-W03
1.0,0.849,0.5491,0.381,0.5181,0.6334,0.6663,0.4587,0.5515,0.4219,0.3194,0.4922,0.3414,0.6713,0.3154,0.7349,0.5998,0.4012,0.5646,0.4416,1,0,0,S0773,4,2024-W04
1.0,0.7624,0.6382,0.4024,0.4653,0.7296,0.7219,0.4723,0.5884,0.3892,0.3805,0.4552,0.331,0.7548,0.283,0.7297,0.4995,0.3694,0.5895,0.4259,0,0,0,S0773,5,2024-W05
1.0,0.8943,0.4023,0.4343,0.5447,0.7468,0.6291,0.4817,0.6915,0.3428,0.358,0.574,0.4224,0.6389,0.2847,0.7478,0.4856,0.3567,0.6,0.3922,0,0,1,S0773,6,2024-W06
1.0,0.9806,0.4491,0.442,0.5266,0.5738,0.632,0.5175,0.6327,0.377,0.2573,0.5527,0.4309,0.8374,0.3049,0.7299,0.5252,0.39,0.6763,0.4483,0,1,1,S0773,7,2024-W07
1.0,1.0,0.5367,0.4495,0.4428,0.8372,0.6693,0.4796,0.7503,0.407,0.4472,0.5296,0.4094,0.6637,0.388,0.6888,0.5916,0.3641,0.6074,0.5398,1,0,0,S0773,8,2024-W08
1.0,0.8402,0.5628,0.4159,0.3933,0.4301,0.2605,0.5379,0.7016,0.4839,0.6287,0.3723,0.4594,0.3945,0.5025,0.4663,0.5677,0.3195,0.4643,0.258,0,0,0,S0774,1,2024-W01
1.0,0.8304,0.575,0.4833,0.3725,0.4456,0.2698,0.5309,0.7438,0.5414,0.6222,0.3501,0.5008,0.4592,0.5238,0.5266,0.6648,0.3612,0.5724,0.3362,0,0,0,S0774,2,2024-W02
1.0,0.834,0.561,0.5165,0.372,0.4419,0.2794,0.7125,0.6343,0.4789,0.642,0.3553,0.4557,0.4479,0.4233,0.5511,0.6194,0.3768,0.5011,0.2672,0,0,0,S0774,3,2024-W03
1.0,0.8857,0.5372,0.4628,0.4204,0.5079,0.2919,0.6885,0.6438,0.4861,0.7274,0.4398,0.5112,0.4597,0.4808,0.4694,0.754,0.3296,0.566,0.2815,1,0,0,S0774,4,2024-W04
1.0,0.9446,0.5783,0.5287,0.4573,0.3778,0.3039,0.5748,0.7192,0.6524,0.456,0.4267,0.6164,0.4869,0.442,0.6311,0.7656,0.3382,0.5921,0.3728,0,1,0,S0774,5,2024-W05
1.0,0.7773,0.5617,0.521,0.4819,0.6301,0.3352,0.5979,0.6695,0.4607,0.8658,0.3707,0.6122,0.5515,0.5582,0.6311,0.8263,0.3743,0.5992,0.3035,0,0,1,S0774,6,2024-W06
1.0,1.0,0.5476,0.5357,0.4759,0.4864,0.3208,0.7333,0.7527,0.4781,0.687,0.4808,0.5857,0.5009,0.5845,0.6717,0.8394,0.392,0.628,0.361,0,0,1,S0774,7,2024-W07
1.0,1.0,0.6833,0.5737,0.4456,0.6129,0.335,0.7433,0.8713,0.6394,0.71,0.4829,0.506,0.4957,0.4809,0.6447,0.6968,0.3699,0.5367,0.3808,1,0,0,S0774,8,2024-W08
1.0,0.6456,0.5223,0.3876,0.4312,0.478,0.3913,0.3116,0.5408,0.5397,0.5163,0.4876,0.5288,0.3542,0.2888,0.3982,0.6307,0.4205,0.4754,0.2901,0,0,0,S0775,1,2024-W01
1.0,0.6238,0.6177,0.4041,0.4585,0.3557,0.4625,0.2648,0.6431,0.6499,0.3526,0.4409,0.6059,0.373,0.3338,0.4083,0.7391,0.5566,0.5187,0.2989,0,1,0,S0775,2,2024-W02
1.0,0.8173,0.5621,0.4461,0.4481,0.3779,0.4524,0.3189,0.5696,0.5916,0.3984,0.4124,0.5402,0.3669,0.2935,0.4457,0.6576,0.5636,0.5095,0.3747,0,1,0,S0775,3,2024-W03
1.0,0.7911,0.5364,0.4258,0.4898,0.3528,0.518,0.3529,0.5482,0.5379,0.3728,0.4978,0.5798,0.3209,0.2843,0.4569,0.8096,0.5162,0.5196,0.3884,1,1,0,S0775,4,2024-W04
1.0,0.8153,0.6736,0.4969,0.4837,0.5791,0.4789,0.3429,0.6668,0.6572,0.5335,0.433,0.5242,0.3328,0.3497,0.4584,0.8311,0.5665,0.5444,0.3845,0,0,0,S0775,5,2024-W05
1.0,0.8186,0.4726,0.5349,0.4993,0.4109,0.5963,0.3212,0.5619,0.5337,0.4104,0.5347,0.5934,0.4273,0.3713,0.4138,0.7887,0.5275,0.4914,0.3689,0,1,1,S0775,6,2024-W06
1.0,0.868,0.4614,0.5041,0.4515,0.6011,0.5563,0.3107,0.7364,0.4845,0.6,0.4878,0.7085,0.3766,0.3401,0.3848,0.7816,0.5563,0.5458,0.3899,0,0,1,S0775,7,2024-W07
1.0,0.9869,0.6726,0.5117,0.5362,0.6267,0.5869,0.3479,0.6946,0.615,0.5772,0.5823,0.5784,0.4003,0.3082,0.4008,0.8645,0.5049,0.5075,0.4134,1,0,0,S0775,8,2024-W08
1.0,0.7584,0.526,0.4891,0.3021,0.4313,0.5367,0.5008,0.5414,0.5094,0.5709,0.7337,0.4976,0.5788,0.5512,0.2975,0.5988,0.3411,0.5736,0.2563,0,0,0,S0776,1,2024-W01
1.0,0.7275,0.5778,0.4842,0.286,0.2949,0.6034,0.5082,0.4535,0.6075,0.3206,0.6888,0.5751,0.6094,0.5504,0.3144,0.498,0.2838,0.5251,0.3136,0,1,0,S0776,2,2024-W02
1.0,0.7697,0.5448,0.5293,0.2794,0.2467,0.6154,0.5343,0.4934,0.6246,0.4175,0.7543,0.6282,0.619,0.5131,0.3094,0.5488,0.3558,0.6711,0.2649,0,1,0,S0776,3,2024-W03
1.0,0.826,0.5714,0.619,0.3426,0.3015,0.721,0.637,0.5394,0.5688,0.4247,0.7711,0.5953,0.5925,0.681,0.3286,0.5976,0.3412,0.6498,0.3485,1,1,0,S0776,4,2024-W04
1.0,0.7994,0.6708,0.5776,0.2982,0.4024,0.784,0.6972,0.4741,0.5801,0.5957,0.6718,0.5124,0.592,0.6237,0.3249,0.7063,0.3873,0.6004,0.2844,0,0,0,S0776,5,2024-W05
1.0,0.7355,0.5289,0.6177,0.3861,0.3141,0.8449,0.7012,0.5624,0.5306,0.4423,0.7974,0.6506,0.5535,0.5869,0.4287,0.5886,0.3217,0.6082,0.2766,0,1,1,S0776,6,2024-W06
1.0,0.9269,0.5672,0.5756,0.4136,0.5005,0.7592,0.6385,0.5586,0.5846,0.6656,0.8252,0.5913,0.567,0.6038,0.3529,0.5902,0.3608,0.6903,0.3432,0,0,1,S0776,7,2024-W07
1.0,1.0,0.7365,0.6333,0.3158,0.4124,0.8559,0.5959,0.5684,0.5619,0.5525,0.6922,0.6019,0.7168,0.6268,0.4279,0.6241,0.3176,0.6224,0.2927,1,0,0,S0776,8,2024-W08
1.0,0.7895,0.5502,0.2278,0.3116,0.8482,0.4106,0.5303,0.2665,0.3675,0.6259,0.3178,0.3498,0.5976,0.7216,0.5287,0.6413,0.5057,0.6102,0.4403,0,0,0,S0777,1,2024-W01
1.0,0.7963,0.5476,0.2594,0.3272,0.8648,0.4763,0.4945,0.363,0.4221,0.5582,0.3083,0.419,0.5591,0.6643,0.5959,0.5964,0.5431,0.6387,0.415,0,0,0,S0777,2,2024-W02
1.0,0.9258,0.721,0.2567,0.4043,0.6813,0.4892,0.6295,0.3683,0.3827,0.4737,0.3648,0.4015,0.6652,0.7503,0.618,0.6689,0.4877,0.7068,0.4709,0,1,0,S0777,3,2024-W03
1.0,1.0,0.6764,0.2975,0.4144,0.9727,0.4873,0.5957,0.3063,0.3939,0.5623,0.3434,0.412,0.5698,0.624,0.7008,0.6804,0.4946,0.5612,0.4901,1,0,0,S0777,4,2024-W04
1.0,0.854,0.6055,0.291,0.3483,0.5691,0.5171,0.6367,0.3733,0.4311,0.3974,0.3449,0.4931,0.5522,0.633,0.6958,0.6096,0.4946,0.6361,0.4338,0,1,0,S0777,5,2024-W05
1.0,0.7583,0.5786,0.3174,0.4234,0.9222,0.5251,0.6906,0.4042,0.3411,0.7505,0.3311,0.3893,0.5867,0.6625,0.6605,0.5984,0.5008,0.6977,0.4313,0,0,1,S0777,6,2024-W06
1.0,0.8436,0.5384,0.322,0.4565,0.617,0.5423,0.5822,0.3914,0.4191,0.5218,0.3572,0.4267,0.6699,0.8024,0.6151,0.7869,0.6183,0.6256,0.4558,0,1,1,S0777,7,2024-W07
1.0,1.0,0.6172,0.3066,0.3757,0.7409,0.5328,0.6036,0.3886,0.5046,0.4882,0.3764,0.4962,0.6555,0.8509,0.7904,0.7511,0.5321,0.6769,0.5464,1,1,0,S0777,8,2024-W08
1.0,0.6004,0.5958,0.4489,0.3204,0.3207,0.5467,0.573,0.6107,0.5395,0.3711,0.5149,0.45,0.4888,0.603,0.4689,0.5442,0.5975,0.5034,0.5784,0,1,0,S0778,1,2024-W01
1.0,0.7055,0.6658,0.5259,0.326,0.4991,0.691,0.5061,0.6451,0.5538,0.4421,0.5062,0.5131,0.4979,0.6296,0.4513,0.5849,0.5388,0.595,0.6052,0,0,0,S0778,2,2024-W02
1.0,0.793,0.5536,0.5616,0.3055,0.3228,0.7292,0.614,0.5512,0.5728,0.2958,0.5801,0.4666,0.4638,0.6448,0.3846,0.6356,0.653,0.6852,0.6244,0,1,0,S0778,3,2024-W03
1.0,0.8703,0.5815,0.6125,0.3362,0.324,0.7425,0.6279,0.6946,0.5788,0.3054,0.6091,0.535,0.4831,0.5459,0.5118,0.6748,0.6164,0.5641,0.7621,1,1,0,S0778,4,2024-W04
1.0,0.6667,0.634,0.5478,0.3589,0.5714,0.6958,0.504,0.7386,0.6739,0.5948,0.5409,0.4629,0.5423,0.5918,0.5085,0.6615,0.6316,0.6992,0.6372,0,0,0,S0778,5,2024-W05
1.0,0.6614,0.4681,0.6818,0.3177,0.4858,0.8202,0.5474,0.7603,0.5687,0.6046,0.6516,0.5026,0.4557,0.7557,0.4325,0.6453,0.7011,0.7391,0.7861,0,0,1,S0778,6,2024-W06
1.0,0.9113,0.5951,0.6134,0.3177,0.3403,0.867,0.6759,0.6936,0.5117,0.4275,0.6566,0.5319,0.5019,0.6044,0.4913,0.6379,0.5797,0.7332,0.652,0,1,1,S0778,7,2024-W07
1.0,1.0,0.8215,0.6202,0.4171,0.6574,0.8468,0.6374,0.7045,0.625,0.6332,0.6122,0.4889,0.608,0.6457,0.5147,0.6573,0.5918,0.7708,0.7088,1,0,0,S0778,8,2024-W08
1.0,0.7072,0.479,0.3812,0.5496,0.8364,0.2872,0.2389,0.6447,0.495,0.4594,0.2634,0.3217,0.3401,0.2936,0.5933,0.4313,0.4354,0.6379,0.5979,0,0,0,S0779,1,2024-W01
1.0,0.7816,0.648,0.4278,0.4693,0.5755,0.3247,0.2304,0.5512,0.4686,0.3107,0.2993,0.3661,0.4605,0.2932,0.5282,0.5147,0.5894,0.5378,0.6503,0,1,0,S0779,2,2024-W02
1.0,1.0,0.6663,0.4279,0.5522,0.5805,0.3704,0.2321,0.5875,0.4805,0.3382,0.2757,0.3748,0.3876,0.275,0.6125,0.4275,0.5538,0.5399,0.6045,0,1,0,S0779,3,2024-W03
1.0,0.8802,0.5537,0.4546,0.5701,0.8067,0.3853,0.2793,0.5607,0.4054,0.4993,0.2594,0.3562,0.3751,0.3232,0.6514,0.4714,0.5729,0.566,0.5942,1,0,0,S0779,4,2024-W04
1.0,0.9155,0.6332,0.4796,0.621,0.7281,0.39,0.2398,0.6243,0.5132,0.41,0.2885,0.4305,0.4621,0.2857,0.6401,0.5297,0.646,0.6821,0.6413,0,0,0,S0779,5,2024-W05
1.0,0.7656,0.5783,0.5304,0.6703,0.6794,0.3882,0.2438,0.6314,0.3907,0.3068,0.3183,0.4741,0.4771,0.3477,0.6079,0.4841,0.6121,0.6479,0.6977,0,1,1,S0779,6,2024-W06
1.0,0.9139,0.549,0.5229,0.562,0.5754,0.4189,0.3109,0.7791,0.4181,0.329,0.2631,0.3896,0.4186,0.3489,0.647,0.5322,0.5315,0.6133,0.7924,0,1,1,S0779,7,2024-W07
1.0,1.0,0.6074,0.448,0.5531,0.5378,0.3778,0.3358,0.7292,0.5003,0.3087,0.3512,0.4747,0.4036,0.3751,0.5979,0.5531,0.6156,0.7846,0.6913,1,1,0,S0779,8,2024-W08
1.0,0.7406,0.6106,0.527,0.5161,0.4395,0.2213,0.2749,0.6409,0.5372,0.3693,0.372,0.2355,0.6446,0.3406,0.6067,0.5583,0.4606,0.4097,0.301,0,1,0,S0780,1,2024-W01
1.0,0.7156,0.6286,0.6619,0.607,0.7563,0.2545,0.3618,0.7805,0.5388,0.6381,0.3417,0.283,0.658,0.3027,0.5761,0.4328,0.5188,0.3319,0.2923,0,0,0,S0780,2,2024-W02
1.0,0.7516,0.6915,0.6196,0.6379,0.4472,0.2505,0.3363,0.8122,0.7031,0.4778,0.4028,0.3118,0.6148,0.3529,0.6117,0.4601,0.5567,0.4187,0.2813,0,1,0,S0780,3,2024-W03
1.0,0.8061,0.6422,0.7482,0.636,0.503,0.3113,0.2838,0.6392,0.7498,0.4354,0.4263,0.2867,0.6355,0.4031,0.6123,0.512,0.5111,0.4333,0.2941,1,1,0,S0780,4,2024-W04
1.0,0.7123,0.55,0.7913,0.634,0.676,0.3141,0.3816,0.7275,0.7166,0.5633,0.3679,0.2686,0.6741,0.357,0.7828,0.5334,0.492,0.4448,0.3638,0,0,0,S0780,5,2024-W05
1.0,0.8799,0.5358,0.8355,0.7053,0.5328,0.2943,0.3936,0.6989,0.5507,0.5291,0.4633,0.3139,0.6821,0.3471,0.6835,0.6425,0.6022,0.385,0.3566,0,1,1,S0780,6,2024-W06
1.0,0.9131,0.5084,0.7711,0.654,0.6109,0.3402,0.3797,0.7969,0.6158,0.5139,0.4681,0.306,0.678,0.4623,0.621,0.6501,0.6221,0.4268,0.347,0,1,1,S0780,7,2024-W07
1.0,1.0,0.6088,0.7593,0.7489,0.8229,0.3277,0.3814,0.885,0.8342,0.7711,0.4173,0.3554,0.7598,0.3794,0.7688,0.6502,0.6219,0.4505,0.3961,1,0,0,S0780,8,2024-W08
1.0,0.6692,0.5328,0.5939,0.4686,0.4906,0.491,0.3988,0.5849,0.5969,0.2344,0.3185,0.3167,0.3365,0.4576,0.5822,0.6639,0.3444,0.5375,0.6105,0,1,0,S0781,1,2024-W01
1.0,0.8779,0.6498,0.5587,0.6298,0.6282,0.5106,0.4716,0.5523,0.5114,0.3785,0.3735,0.2897,0.4051,0.463,0.5612,0.7029,0.3781,0.5506,0.6232,0,0,0,S0781,2,2024-W02
1.0,0.8735,0.567,0.5974,0.576,0.534,0.6036,0.3869,0.6831,0.6258,0.2186,0.3749,0.3592,0.3643,0.5784,0.6459,0.593,0.3162,0.5368,0.7731,0,1,0,S0781,3,2024-W03
1.0,1.0,0.5866,0.6933,0.5668,0.4338,0.5864,0.4746,0.6032,0.5382,0.2541,0.4148,0.3157,0.4752,0.5441,0.6854,0.768,0.4186,0.5533,0.7525,1,1,0,S0781,4,2024-W04
1.0,0.8332,0.6008,0.7094,0.6784,0.7282,0.6866,0.5346,0.7747,0.6843,0.4164,0.3245,0.3152,0.4836,0.467,0.6669,0.7182,0.3702,0.5616,0.8053,0,0,0,S0781,5,2024-W05
1.0,0.9383,0.5762,0.7963,0.6265,0.4706,0.7088,0.5491,0.7149,0.503,0.236,0.4095,0.3448,0.4445,0.5867,0.5614,0.8374,0.4303,0.5695,0.782,0,1,1,S0781,6,2024-W06
1.0,1.0,0.5649,0.6942,0.6594,0.5412,0.7194,0.5535,0.7965,0.5261,0.3208,0.3336,0.3658,0.3952,0.6097,0.6211,0.7622,0.3553,0.5989,0.7979,0,1,1,S0781,7,2024-W07
1.0,1.0,0.653,0.8076,0.6846,0.4625,0.6945,0.4653,0.6686,0.6439,0.3304,0.4229,0.3345,0.4021,0.5826,0.7524,0.7779,0.4464,0.6033,0.7591,1,1,0,S0781,8,2024-W08
1.0,0.6249,0.5741,0.3482,0.4309,0.2857,0.5086,0.4685,0.2536,0.5092,0.1948,0.351,0.4727,0.3598,0.5236,0.2713,0.4612,0.6333,0.2689,0.6979,0,1,0,S0782,1,2024-W01
1.0,0.7559,0.526,0.409,0.4763,0.3886,0.4794,0.4614,0.3176,0.5057,0.2574,0.4355,0.4221,0.4168,0.5831,0.2695,0.3798,0.7495,0.2358,0.5779,0,0,0,S0782,2,2024-W02
1.0,0.7717,0.5983,0.4441,0.4707,0.4291,0.5581,0.5149,0.3081,0.6058,0.2604,0.4576,0.5218,0.4977,0.5376,0.2319,0.4233,0.7526,0.3059,0.5868,0,0,0,S0782,3,2024-W03
1.0,0.98,0.6821,0.4844,0.4678,0.4861,0.5168,0.4907,0.3548,0.5422,0.2656,0.4522,0.4865,0.4338,0.569,0.2761,0.4543,0.752,0.3254,0.6775,1,0,0,S0782,4,2024-W04
1.0,0.6724,0.7328,0.4563,0.516,0.4343,0.5967,0.4497,0.3146,0.7349,0.305,0.4021,0.5545,0.5082,0.6459,0.3114,0.4282,0.7,0.3058,0.7947,0,0,0,S0782,5,2024-W05
1.0,0.8238,0.563,0.4955,0.4795,0.5553,0.5961,0.461,0.3709,0.6051,0.2679,0.5026,0.4633,0.455,0.6737,0.2752,0.5551,0.7039,0.2835,0.7684,0,0,1,S0782,6,2024-W06
1.0,0.8198,0.6485,0.5544,0.5737,0.4057,0.677,0.4341,0.323,0.5952,0.2403,0.5205,0.6143,0.4692,0.6921,0.2819,0.5249,0.6753,0.293,0.6787,0,1,1,S0782,7,2024-W07
1.0,1.0,0.6854,0.4725,0.514,0.348,0.5837,0.5924,0.3225,0.7725,0.2345,0.5288,0.5302,0.4717,0.6007,0.2684,0.5229,0.8109,0.2882,0.6857,1,1,0,S0782,8,2024-W08
1.0,0.6248,0.5828,0.2786,0.2975,0.5037,0.3546,0.6593,0.4038,0.5712,0.5054,0.2193,0.4065,0.6051,0.5475,0.4634,0.3254,0.5332,0.4665,0.5597,0,0,0,S0783,1,2024-W01
1.0,0.6697,0.6861,0.3037,0.2835,0.5764,0.3343,0.5388,0.3745,0.6105,0.5544,0.2596,0.3558,0.5137,0.6351,0.5038,0.4223,0.5498,0.3947,0.7376,0,0,0,S0783,2,2024-W02
1.0,0.8305,0.6326,0.2954,0.3247,0.382,0.407,0.6431,0.4041,0.6737,0.3569,0.2444,0.4071,0.5006,0.7428,0.4985,0.4033,0.5191,0.4742,0.6203,0,1,0,S0783,3,2024-W03
1.0,0.7736,0.6598,0.3295,0.2703,0.4014,0.3916,0.6094,0.4584,0.6223,0.3307,0.2486,0.4655,0.6398,0.6353,0.4972,0.4126,0.5046,0.511,0.6349,1,1,0,S0783,4,2024-W04
1.0,0.7854,0.5977,0.353,0.2962,0.6487,0.4336,0.6462,0.4554,0.7215,0.5571,0.2594,0.4102,0.6334,0.8164,0.5538,0.3755,0.6048,0.4304,0.695,0,0,0,S0783,5,2024-W05
1.0,0.8151,0.5244,0.3451,0.3766,0.4405,0.4704,0.6353,0.4296,0.4795,0.4112,0.3064,0.4682,0.6007,0.7647,0.4992,0.381,0.5949,0.4572,0.7935,0,1,1,S0783,6,2024-W06
1.0,0.8815,0.6117,0.3391,0.3111,0.6802,0.4054,0.741,0.4384,0.4806,0.6319,0.3112,0.5056,0.5368,0.8624,0.4529,0.4424,0.5453,0.4768,0.856,0,0,1,S0783,7,2024-W07
