source,target,type,weight,features
813,1027,takes,0.73,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.73}"
813,1016,takes,0.67,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.67}"
813,1014,takes,0.84,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.84}"
813,1021,takes,0.81,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.81}"
813,1013,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
813,1019,takes,0.55,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.55}"
813,1025,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
814,1009,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
814,1021,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
814,1030,takes,0.45,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.45}"
814,1012,takes,0.8,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.8}"
814,1013,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
814,1026,takes,0.84,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.84}"
814,1024,takes,0.82,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.82}"
814,1017,takes,0.7,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.7}"
815,1008,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
815,1009,takes,0.82,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.82}"
815,1033,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
815,1021,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
815,1036,takes,0.82,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.82}"
815,1032,takes,0.86,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.86}"
815,1022,takes,0.56,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.56}"
815,1013,takes,0.67,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.67}"
815,1016,takes,0.58,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.58}"
815,1010,takes,0.56,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.56}"
815,1018,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.79}"
815,1035,takes,0.83,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.83}"
816,1009,takes,0.85,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.85}"
816,1036,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
816,1022,takes,0.74,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.74}"
816,1032,takes,0.73,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.73}"
816,1028,takes,0.56,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.56}"
816,1023,takes,0.59,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.59}"
816,1029,takes,0.55,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.55}"
816,1024,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
817,1019,takes,0.52,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.52}"
817,1031,takes,0.79,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.79}"
817,1012,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
817,1016,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
817,1028,takes,0.48,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.48}"
817,1036,takes,0.68,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.68}"
817,1011,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
817,1015,takes,0.68,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.68}"
817,1014,takes,0.8,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.8}"
817,1021,takes,0.8,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.8}"
817,1027,takes,0.74,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.74}"
817,1030,takes,0.63,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.63}"
817,1034,takes,0.81,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.81}"
818,1022,takes,0.57,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.57}"
818,1034,takes,0.52,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.52}"
818,1010,takes,0.69,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.69}"
818,1018,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
818,1023,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
818,1012,takes,0.83,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.83}"
818,1035,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
818,1027,takes,0.61,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.61}"
818,1016,takes,0.71,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.71}"
818,1019,takes,0.59,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.59}"
818,1031,takes,0.5,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.5}"
818,1036,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.87}"
818,1025,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2024, 'interest_level': 0.81}"
819,1008,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.65}"
819,1009,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
819,1036,takes,0.89,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.89}"
819,1020,takes,0.5,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.5}"
819,1035,takes,0.46,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.46}"
819,1028,takes,0.58,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.58}"
819,1029,takes,0.7,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.7}"
819,1014,takes,0.85,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.85}"
819,1015,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
819,1010,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
819,1034,takes,0.4,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.4}"
819,1025,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
819,1013,takes,0.66,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.66}"
819,1016,takes,0.64,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.64}"
820,1009,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
820,1033,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
820,1032,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.7}"
820,1025,takes,0.9,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.9}"
820,1028,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
820,1034,takes,0.63,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.63}"
820,1017,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
820,1030,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
821,1009,takes,0.71,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.71}"
821,1031,takes,0.58,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.58}"
821,1030,takes,0.52,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.52}"
821,1024,takes,0.69,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.69}"
821,1015,takes,0.8,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.8}"
821,1019,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
821,1012,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
821,1013,takes,0.71,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.71}"
821,1023,takes,0.71,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.71}"
821,1029,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
821,1020,takes,0.66,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.66}"
821,1017,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
822,1022,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
822,1025,takes,0.8,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.8}"
822,1031,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
822,1017,takes,0.83,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.83}"
822,1019,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
822,1015,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
822,1024,takes,0.63,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.63}"
822,1010,takes,0.78,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.78}"
822,1023,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
822,1029,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
822,1026,takes,0.82,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.82}"
822,1021,takes,0.74,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.74}"
822,1033,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
822,1012,takes,0.75,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.75}"
822,1036,takes,0.65,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.65}"
823,1009,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
823,1033,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
823,1032,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
823,1030,takes,0.44,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.44}"
823,1017,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
823,1027,takes,0.74,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.74}"
823,1013,takes,0.58,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.58}"
823,1034,takes,0.62,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.62}"
823,1012,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
823,1031,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
823,1011,takes,0.73,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.73}"
823,1010,takes,0.66,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.66}"
823,1026,takes,0.83,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.83}"
823,1020,takes,0.7,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.7}"
823,1028,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
824,1008,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
824,1009,takes,0.76,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.76}"
824,1022,takes,0.47,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.47}"
824,1033,takes,0.9,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.9}"
824,1017,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
824,1012,takes,0.66,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.66}"
824,1030,takes,0.76,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.76}"
824,1011,takes,0.67,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.67}"
824,1026,takes,0.65,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.65}"
824,1014,takes,0.72,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.72}"
824,1027,takes,0.84,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.84}"
824,1018,takes,0.57,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.57}"
825,1035,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
825,1020,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
825,1012,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.62}"
825,1031,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.65}"
825,1033,takes,0.78,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.78}"
825,1017,takes,0.72,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.72}"
825,1030,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
825,1024,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
825,1011,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
825,1018,takes,0.49,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.49}"
826,1009,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
826,1021,takes,0.94,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.94}"
826,1022,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.7}"
826,1019,takes,0.57,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.57}"
826,1015,takes,0.59,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.59}"
826,1023,takes,0.67,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.67}"
826,1010,takes,0.69,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.69}"
826,1016,takes,0.55,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.55}"
826,1030,takes,0.73,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.73}"
826,1017,takes,0.53,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.53}"
826,1028,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
826,1024,takes,0.69,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.69}"
827,1022,takes,0.43,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.43}"
827,1013,takes,0.64,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.64}"
827,1018,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
827,1026,takes,0.78,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.78}"
827,1017,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
827,1010,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
827,1014,takes,0.84,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.84}"
827,1024,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
827,1021,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
828,1009,takes,0.8,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.8}"
828,1021,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
828,1008,takes,0.86,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.86}"
828,1023,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
828,1022,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
828,1024,takes,0.63,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.63}"
828,1014,takes,0.84,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.84}"
828,1011,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
828,1016,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
828,1020,takes,0.53,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.53}"
828,1013,takes,0.82,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.82}"
829,1022,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
829,1008,takes,0.68,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.68}"
829,1010,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
829,1035,takes,0.54,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.54}"
829,1032,takes,0.93,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.93}"
829,1031,takes,0.46,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.46}"
829,1013,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
829,1030,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
829,1011,takes,0.62,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.62}"
829,1014,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
829,1021,takes,0.91,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.91}"
829,1019,takes,0.68,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.68}"
830,1009,takes,0.94,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.94}"
830,1008,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
830,1023,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
830,1021,takes,0.89,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.89}"
830,1036,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
830,1035,takes,0.6,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.6}"
830,1012,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
830,1020,takes,0.7,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.7}"
830,1028,takes,0.47,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.47}"
830,1026,takes,0.81,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.81}"
830,1018,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
830,1016,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
830,1017,takes,0.85,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.85}"
830,1031,takes,0.55,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.55}"
830,1014,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
831,1022,takes,0.69,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.69}"
831,1008,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
831,1023,takes,0.61,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.61}"
831,1010,takes,0.57,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.57}"
831,1033,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
831,1021,takes,0.7,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.7}"
831,1034,takes,0.63,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.63}"
831,1028,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
831,1020,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
831,1018,takes,0.47,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.47}"
831,1031,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
831,1032,takes,0.95,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.95}"
831,1011,takes,0.83,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.83}"
831,1026,takes,0.65,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.65}"
832,1022,takes,0.69,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.69}"
832,1017,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
832,1010,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.62}"
832,1033,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
832,1025,takes,0.8,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.8}"
832,1031,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
832,1030,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
832,1023,takes,0.8,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.8}"
832,1012,takes,0.63,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.63}"
832,1032,takes,0.87,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.87}"
833,1008,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.82}"
833,1022,takes,0.56,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.56}"
833,1020,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
833,1026,takes,0.44,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.44}"
833,1016,takes,0.53,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.53}"
833,1036,takes,0.89,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.89}"
833,1018,takes,0.74,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.74}"
833,1010,takes,0.8,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.8}"
833,1015,takes,0.75,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.75}"
833,1032,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.84}"
833,1011,takes,0.71,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.71}"
